entidad_id,nombre_extraido,nombre_real,ciudad,email_extraido,email_real,nit,cod_institucion,orden,sector,naturaleza_juridica,tipo_institucion,direccion,telefono,pagina_web,estado,representante,cargo_representante,total_registros
6781,CONTRALORÍA DEPARTAMENTAL DEL TOLIMAN,CONTRALORIA DEPARTAMENTAL DEL CAUCA,,VENTANILLAUNICA@CONTRALORIADELTOLIMA.GOV.CO,,891500403,2650,TERRITORIAL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,NO APLICA,CARRERA 7 # 1N - 66 EDIFICIO LOTERÍA DEL CAUCA 2° PISO,8331230,http://www.contraloria-cauca.gov.co,ACTIVA,,,1
6784,SECRETARIA DE MOVILIDAD DIRECCIÓN SERVICIOS 1701-24.06 / CC01762-3,,,,,,,,,,,,,,,,,1
6785,SECRETARÍA DE TRÁNSITO Y TRANSPORTE COBRO COACTIVO,,,,,,,,,,,,,,,,,1
6786,MOVILIDAD SECRETARÍA DE,SECRETARIA DISTRITAL DE MOVILIDAD,,EMBARGOSYDESEMBARGOSDGC@MOVILIDADBOGOTA.GOV.CO,,899999061,6124,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,AV CALLE 13 NO. 37-35,3649400,http://www.movilidadbogota.gov.co,ACTIVA,,,1
6787,SECRETARIA DE MOVILIDAD DE TRANSITO,SECRETARIA DISTRITAL DE MOVILIDAD,,TRANSITO@SINCELEJO.GOV.CO,,899999061,6124,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,AV CALLE 13 NO. 37-35,3649400,http://www.movilidadbogota.gov.co,ACTIVA,,,1
6788,SECRETARÍA DE MOVILIDAD MULTIMODAL Y SOSTENIBLE SANTA MRTA,,,,,,,,,,,,,,,,,1
6789,SECRETARIA DE MOVILIDAD DIRECCIÓN SERVICIOS HERNANDO MAURICIO FRÍAS BARRETO,,,MOVILIDAD@VILLAVICENCIO.GOV.CO,,,,,,,,,,,,,,1
6790,SECRETARIA DE TRANSITO Y DEL TESORO,,,,,,,,,,,,,,,,,1
6791,SECRETARIA DE TRASNITO Y TRANSPORTE DE CUCUMANI,,,,,,,,,,,,,,,,,1
6792,DIRECCIÓN SERVICIOS SECRETARIA DE MOVILIDAD DE VILAVICENCIO,,,MOVILIDAD@VILLAVICENCIO.GOV.CO,,,,,,,,,,,,,,1
6793,"SECRETARÍA DE TRÁNSITO Y SEGURIDAD VIAL LUIS ALFREDO MORENO CORTES ,",,,ATENCIONALCIUDADANO@BARRANQUILLA.GOV.CO,,,,,,,,,,,,,,1
6794,SECRETARÍA DISTRITAL DE TRÁNSITO Y SEGURIDAD VIAL,,,,,,,,,,,,,,,,,1
6795,SECRETARÍA DE TRÁNSITO Y TRANSPORTE MUNICIPAL  SECRETARÍA,INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE SOLEDAD,,ATENCIONUSUARIOTRANSITOVPAR@VALLEDUPAR.GOV.CO,,802021451,4730,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CALLE 24A # 18-42,3754123,NO DISPONIBLE,ACTIVA,,,1
6796,MOVILIDAD DE SECRETARÍA  DE MOVILIDAD,SECRETARIA DISTRITAL DE MOVILIDAD,,EMBARGOSYDESEMBARGOSDGC@MOVILIDADBOGOTA.GOV.CO,,899999061,6124,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,AV CALLE 13 NO. 37-35,3649400,http://www.movilidadbogota.gov.co,ACTIVA,,,1
6797,SUBSECRETARIA DE TRÁNSITO Y MOVILIDAD DE SANTA ROSAL DE CABAL,,,SUBTRANSITO@SANTAROSADECABAL-RISARALDA.GOV.CO,,,,,,,,,,,,,,1
6989,SUPERINTENDENCIA TENDENCIA DE INDUSTRIA Y COMERCIO,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,,CONTACTENOS@SIC.GOV.CO,,800176089,31,NACIONAL,COMERCIO INDUSTRIA Y TURISMO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,ADSCRITAS,"CARRERA 13 N 27  00 PISOS 3, 4, 5 Y 10",5870000,https://www.sic.gov.co/,ACTIVA,CIELO ELAINNE RUSINQUE URREGO,,1
7028,DIRECCION DE TRANSITO,DIRECCION DE TRANSITO DE BUCARAMANGA,,EJECUCIONES@TRANSITOBUCARAMANGA.GOV.CO,,890204109,2739,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,KILOMETRO 4 VIA GIRON,6809966,http://www.transitobucaramanga.gov.co,ACTIVA,,,1
7042,MINISTERIO DE SALUD Y PROTECCION SOCIAL INVIMA,MINISTERIO DE SALUD Y PROTECCION SOCIAL,,NOTIFICACIONES_JUDICIALES@INVIMA.GOV.CO,,830115226,8006,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,MINISTERIO,CABEZA,CARRERA 13 N 32  76,3305000,https://www.minsalud.gov.co,ACTIVA,GUILLERMO ALFONSO JARAMILLO MARTINEZ,,1
7043,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,,,CONTACTENOS@INVIMA.GOV.CO,,,,,,,,,,,,,,1
7044,MINISTERIO DE SALUD FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,,NOTIFICACIONESJUDICIALES@FONPRECON.GOV.CO,DIRECCION@FONPRECON.GOV.CO,899999734,376,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CARRERA 10 N 24  55 PISOS 2 Y 3,3415566,https://www.fonprecon.gov.co,ACTIVA,"RAMIREZ RIVERA, FRANCISCO ALVARO","GERENTE, PRESIDENTE O DIRECTOR GENERAL O NACIONAL DE ENTIDAD DESCENTRALIZADA Ó D",1
7045,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO DE LA REPÚBLICA ESTABLECIMIENTO PÚBLICO ADSCRITO AL MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,,,NOTIFICACIONCOBROCOACTIVO@FONPRECON.GOV.CO,,,,,,,,,,,,,,1
7046,ESTABLECIMIENTO PÚBLICO ADSCRITO AL MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,MINISTERIO DE SALUD Y PROTECCION SOCIAL,,NOTIFICACIONCOBROCOACTIVO@FONPRECON.GOV.CO,,830115226,8006,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,MINISTERIO,CABEZA,CARRERA 13 N 32  76,3305000,https://www.minsalud.gov.co,ACTIVA,GUILLERMO ALFONSO JARAMILLO MARTINEZ,,1
7048,SUPERINTENDENCIA FINANCIERA  CONTRALORÍA GENERAL DE LA REPÚBLICA,CONTRALORIA GENERAL DE LA REPUBLICA,,CGR@CONTRALORIA.GOV.CO,,899999067,896,NACIONAL,NO APLICA,CONTRALORÍA GENERAL DE LA REPÚBLICA,NO APLICA,CARRERA 69 N 44  35,5187000,http://www.contraloria.gov.co,ACTIVA,,,1
7049,SUPERINTENDENCIA FINANCIERA LIMÍTESE,,,RADICACIONJLLEJECMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,,,,1
7050,SUPERINTENDENCIA FINANCIERA DE COLOMBLA,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,,,,890999057,6344,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,ADSCRITAS,CALLE 7ª N 4  49,5940200,http://www.superfinanciera.gov.co,ACTIVA,CESAR ATTILIO FERRARI QUINE,,1
7051,SUPERINTENDENCIA FINANCIERA AHORA,,,,,,,,,,,,,,,,,1
7052,SUPERINTENDENCIA FINANCIERA ARTÍCULO,,,,,,,,,,,,,,,,,1
7053,SUPERINTENDENCIA FINANCIERA EXPERIAN,,,CONTACTENOS@SIC.GOV.CO,,,,,,,,,,,,,,1
7054,SUPERINTENDENCIA FINANCIERA RADICACIÓN,,,COORDCOBROSCOACTIVOS@REGISTRADURIA.GOV.CO,,,,,,,,,,,,,,1
7067,MUNICIPIO 58 TOPAL,,,CONTACTENOS@YOPAL-CASANARE.GOV.CO,,,,,,,,,,,,,,1
7068,MUNICIPIO DE,,,TRANSITO@BARBOSA-SANTANDER.GOV.CO,,,,,,,,,,,,,,1
7069,MUNICIPIO D NEIAVA,,,EVERARDO.LOZANO@ALCALDIANEIVA.GOV.CO,,,,,,,,,,,,,,1
7070,MUNICIPIO OF NEVA,,,,,,,,,,,,,,,,,1
7071,MUNICIPIO DE FEINA,,,,,,,,,,,,,,,,,1
7072,MUNICIPIO DE LAS CEIBAS,,,INFO@LASCEIBAS.GOV.CO,,,,,,,,,,,,,,1
7073,MUNICIPIO DE TALUAR,,,ALCALDIA@YAGUARA-HUILA.GOV.CO,,,,,,,,,,,,,,1
7074,MUNICIPIO DE CLEMENS BENER,,,MEDIDASCAUTELARES@TRANSITOCLEMENCIA.GOV.CO,,,,,,,,,,,,,,1
7075,GOBIERNO DEL MUNICIPIO CLAUDIA ESPINOSA PUELLO - ALCALDESA,,,COACTIVOTURBACO@TRANSITOTURBACO.GOV.CO,,,,,,,,,,,,,,1
7076,MUNICIPIO DE SAN 1ERONIMO,,,ALCALDIA@SANJERONIMO-ANTIOQUIA.GOV.CO,,,,,,,,,,,,,,1
7077,MUNICIPIO MINICIPIO,,,SECRETARIADEHACIENDA@YONDO-ANTIOQUIA.GOV.CO,,,,,,,,,,,,,,1
7078,SECRETARÍA DE HACIENDA DE NEIVA,SECRETARIA DE HACIENDA DE BOGOTA,NEIVA,,,899999061,6123,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,CARRERA 30 N °  25 -90 P. 6,3385000,http://www.shd.gov.co,ACTIVA,,,1
7102,INSPECCIÓN Y VIGILANCIA DEL VICEMINISTERIO DE EDUCACIÓN,,,,,,,,,,,,,,,,,1
7113,SECRETARIA GENERAL CVS,,,,,,,,,,,,,,,,,1
7114,SECRETARÍA Y FINANZAS PÚBLICAS,,,HACIENDA@DOSQUEBRADAS.GOV.CO,,,,,,,,,,,,,,1
7115,SECRETARIA DE MOVI,,,,,,,,,,,,,,,,,1
7116,SECRETARIA DE HARNERAL Y DEL TESORO,,,COBROCOACTIVO@BARRANCABERMEJA.GOV.CO,,,,,,,,,,,,,,1
7117,SECRETARIA DO HACLENDA TESORERIA GENERAL,,,,,,,,,,,,,,,,,1
7118,SECRETARIA DEL TESORO,,,COBROCOACTIVO@BARRANCABERMEJA.GOV.CO,,,,,,,,,,,,,,1
7119,SECRETARIA ADMINISTRATIVA Y FINANCIERA TESORERA GENERAL,,,IMPUESTOS@BARRANCADEUPIA-META.GOV.CO,,,,,,,,,,,,,,1
7120,SECRETARÍA DISTRITAL MOVILIADAD  SDM,,,EMBARGOSYDESEMBARGOSDGC@MOVILIDADBOGOTA.GOV.CO,,,,,,,,,,,,,,1
7121,SECRETARIA DE MOVIIDAD,,,,,,,,,,,,,,,,,1
7126,LA SUBDIRECTORA JURÍDICA DE LA CORPORACIÓN AUTÓNOMA REGIONAL DE LA FRONTERA NORORIENTAL CORPONOR,CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL,,,,890505253,908,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,CALLE 13 AVENIDA EL BOSQUE NO. 3E-278,5748868,https://siep-corponor.com,ACTIVA,RAFAEL HUMBERTO CAMACHO CARRILLO,,1
7127,CORPONOR  CORPORACIÓN AUTÓNOMA REGIONAL DE LA FRONTERA NORORIENTAL,CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL,,PROCESOSJUDICIALES@CORPONOR.GOV.CO,,890505253,908,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,CALLE 13 AVENIDA EL BOSQUE NO. 3E-278,5748868,https://siep-corponor.com,ACTIVA,RAFAEL HUMBERTO CAMACHO CARRILLO,,1
7128,CORPONOR  LA SUBDIRECTORA JURÍDICA DE LA CORPORACIÓN AUTÓNOMA REGIONAL DE LA FRONTERA NORORIENTAL,CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL,,PROCESOSJUDICIALES@CORPONOR.GOV.CO,,890505253,908,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,CALLE 13 AVENIDA EL BOSQUE NO. 3E-278,5748868,https://siep-corponor.com,ACTIVA,RAFAEL HUMBERTO CAMACHO CARRILLO,,1
7129,CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE CONSERVAMOS LA VIDA POR NATURALEZA,,,,,,,,,,,,,,,,,1
7130,CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE CONSERVAMOS,CORPORACION AUTONOMA REGIONAL DEL CANAL DEL DIQUE,,,,800254453,890,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,"TRANVERSAL 52 Nº 16-190 BARRIO EL BOSQUE, SECTOR MANZANILLO",6694666,www.cardique.gov.co,ACTIVA,ANGELO BACCI HERNANDEZ,,1
7131,MINISTERIO DEL TRABAJO MAZZ,MINISTERIO DEL TRABAJO,,,,8301152263,8007,NACIONAL,TRABAJO,MINISTERIO,NO APLICA,"CARRERA 7 - 31 10 EDIFICIO WORKTECH CENTER II P. H. – WTC PISOS 5, 8, 9, 10, 12, 17, 18, 19, 20, 21, 22, 23, 24 Y25",5185830,https://www.mintrabajo.gov.co/atencion-al-ciudadano/transparencia/datos-abiertos,ACTIVA,ANTONIO ERESMID SANGUINO PAEZ,MINISTRO,1
7132,MINISTERIO DEL TRABAJO SEDE  ADMINISTRATIVA,MINISTERIO DEL TRABAJO,,,,8301152263,8007,NACIONAL,TRABAJO,MINISTERIO,NO APLICA,"CARRERA 7 - 31 10 EDIFICIO WORKTECH CENTER II P. H. – WTC PISOS 5, 8, 9, 10, 12, 17, 18, 19, 20, 21, 22, 23, 24 Y25",5185830,https://www.mintrabajo.gov.co/atencion-al-ciudadano/transparencia/datos-abiertos,ACTIVA,ANTONIO ERESMID SANGUINO PAEZ,MINISTRO,1
7133,MINISTERIO DEL TRABAJO EXPEDIENTE,MINISTERIO DEL TRABAJO,,,,8301152263,8007,NACIONAL,TRABAJO,MINISTERIO,NO APLICA,"CARRERA 7 - 31 10 EDIFICIO WORKTECH CENTER II P. H. – WTC PISOS 5, 8, 9, 10, 12, 17, 18, 19, 20, 21, 22, 23, 24 Y25",5185830,https://www.mintrabajo.gov.co/atencion-al-ciudadano/transparencia/datos-abiertos,ACTIVA,ANTONIO ERESMID SANGUINO PAEZ,MINISTRO,1
7173,GOBERNACIÓN DE SU,,,,,,,,,,,,,,,,,1
7174,GOBERNACIÓN AUDER,,,,,,,,,,,,,,,,,1
7175,GOBERNACION DEL QUI,,,INGRESOSPUBLICOS@GOBERNACIONQUINDIO.GOV.CO,,,,,,,,,,,,,,1
7176,GOBERNACIÓN DEL ARC,,,,,,,,,,,,,,,,,1
7177,GOBERNACIÓN DE MIT,,,,,,,,,,,,,,,,,1
7190,SECRETARÍA DE GOBIERNO DE SANTA ROSA DE CABAL,,SANTA ROSA DE CABAL,SUBTRANSITO@SANTAROSADECABAL-RISARALDA.GOV.CO,,,,,,,,,,,,,,1
7192,MUNICIPIO DE GALAPA ATLANTICO,,GALAPA,ALCALDIA@GALAPA-ATLANTICO.GOV.CO,,,,,,,,,,,,,,1
7197,SECRETARÍA DISTRITAL DE SALUD - FFDS,SECRETARIA DISTRITAL DE SALUD,,,,899999061,6130,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,CARRERA 32 N 12  81,3649090,http://www.saludcapital.gov.co,ACTIVA,,,1
7198,SECRETARIA DISTRITAL DA SALUD,SECRETARIA DISTRITAL DE SALUD,,RADICACIONCOBRO@SALUDCAPITAL.GOV.CO,,899999061,6130,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,CARRERA 32 N 12  81,3649090,http://www.saludcapital.gov.co,ACTIVA,,,1
7199,SECRETARÍA DISTRITAL DE SALUDINSTITUTO DE DESARROLLO URBARNO IDU,,,,,,,,,,,,,,,,,1
7212,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE CARSUCRE,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,,CARSUCRE@CARSUCRE.GOV.CO,CORRESPONDENCIA@MINAMBIENTE.GOV.CO,830115395,8003,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,MINISTERIO,CABEZA,CALLE 37 - 8 40,3323821,http://www.minambiente.gov.co,ACTIVA,LENA YANINA ESTRADA ASITO,MINISTRO,1
7213,MUNICIPIO DE AMBALEMA,,AMBALEMA,,,,,,,,,,,,,,,1
7216,UZGADO PRIMERO CIVIL MUNICIPAL CHIQUINQUIRÁ,,CHIQUINQUIRÁ,,,,,,,,,,,,,,,1
7226,ALCALDIA MUNICIPAL DE SAN ANTERO,ALCALDIA DE SAN ANTERO,SAN ANTERO,SHACIENDA@SANANTERO-CORDOBA.GOV.CO,,800096781,1004,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CRA. 14  #  12D - 13 CALLE CENTRAL,8110629,http://www.sanantero-cordoba.gov.co,ACTIVA,DENNYS  CHICA FUENTES,,1
7230,CONTRALORÍA GENERAL DE LA REPÚBLICA SEC TUNJA,CONTRALORIA GENERAL DE LA REPUBLICA,TUNJA,RESPONSABILIDADFISCALCGR@CONTRALORIA.GOV.CO,,899999067,896,NACIONAL,NO APLICA,CONTRALORÍA GENERAL DE LA REPÚBLICA,NO APLICA,CARRERA 69 N 44  35,5187000,http://www.contraloria.gov.co,ACTIVA,,,1
7235,MINISTERIO DE DEFENSA NACIONAL POLICÍA NACIONAL,MINISTERIO DE DEFENSA NACIONAL,,J04CMMON@CENDOJ.RAMAJUDICIAL.GOV.CO,,899999003,5,NACIONAL,DEFENSA,MINISTERIO,CABEZA,CARRERA 54 N 26  25 CAN,3150111,http://www.mindefensa.gov.co,ACTIVA,PEDRO ARNULFO SANCHEZ SUAREZ,,1
7246,E.S.E HOSPITAL HAMA ATRATO MEDIO ANTIOQUEÑO VIGIA DEL FUERTE,HOSPITAL  ATRATO MEDIO ANTIOQUEÑO  -VIGIA DEL FUERTE,VIGÍA DEL FUERTE,ESEHAMA@ESEHAMA-VIGIADELFUERTE-ANTIOQUIA.GOV.CO,,811020943,3067,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,"CALLE 1, CABECERA MUNICIPAL",8678034,NO DISPONIBLE,ACTIVA,,,1
7247,LUIS GABRIEL RICAURTE OSPINA,,RICAURTE,TESORERIA@IBAGUE.GOV.CO,,,,,,,,,,,,,,1
7257,ALCALDÍA MUNICIPAL DE NUEVO COLÓN,ALCALDIA DE NUEVO COLON,NUEVO COLÓN,ALCALDIA@NUEVOCOLON-BOYACA.GOV.CO,,800033062,811,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CLLE 4A NO 4-60,7353035,http://nuevocolon-boyaca.gov.co,ACTIVA,,,1
7261,LAS CEIBAS EMPRESAS PUBLICAS,LAS CEIBAS EMPRESAS PUBLICAS DE NEIVA,,INFO@LASCEIBAS.GOV.CO,,891180010,3836,TERRITORIAL,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,CALLE 6 NO. 6 - 02 ESQUINA,8725500,http://www.lasceibas.gov.co,ACTIVA,GLORIA CONSTANZA VANEGAS GUTIERREZ,,1
7262,IBALSA E.S. P,,,,,,,,,,,,,,,,,1
7263,ACUEDUCTO Y ALCANTARILLADO A FAVOR DEL IBAL S.A. E.S.P.,,,,,,,,,,,,,,,,,1
7264,EMGALI EICE - ESP,,,,,,,,,,,,,,,,,1
7265,ACUEDUCTO Y ALCANTARILLADO DE BOGOT EAAB  ESP,,,,,,,,,,,,,,,,,1
7271,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN PARAFISCALES DE LA PROTECCIÓN SOCIAL - UGPP,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCION SOCIAL,,CONTACTENOS@UGPP.GOV.CO,CONTACTENOS@UGPP.GOV.CO,900373913,8002,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ADSCRITAS,CARRERA 19 A 78  80 PISO 5°,4237300,http://www.ugpp.gov.co,ACTIVA,LUCIANO  GRISALES LONDOÑO,DIRECTOR GENERAL DE LA UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL -UGPP,1
7272,UGPP CENTRAL DE INVERSIONES S.A.,CENTRAL DE INVERSIONES S.A.,,CISA@CISA.GOV.CO,CISA@CENTRALDEINVERSIONES.COM.CO,860042945,6168,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,ESPECIAL,VINCULADAS,CALLE 63 N 11  09,5460400,http://www.cisa.gov.co,ACTIVA,NICOLAS CORSO SALAMANCA,PRESIDENTE DE ENTIDAD DESCENTRALIZADA,1
7273,"UGPP  FONDO DE PRESTACIONES ECONÓMICAS , CESANTÍAS Y PENSIONES","FONDO DE PRESTACIONES ECONOMICAS, CESANTIAS Y PENSIONES -FONCEP-",,SERVICIOALCIUDADANO@FONCEP.GOV.CO,,860041163,4308,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,"CARRERA 6 N 14  98 TORRE A EDIFICIO CONDOMINIO PARQUE
SANTANDER",3076200,http://foncep.gov.co,ACTIVA,,,1
7274,LA UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION PENSIONAL Y CONTRIBUCIONES -UGPP,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCION SOCIAL,,CISA@CISA.GOV.CO,CONTACTENOS@UGPP.GOV.CO,900373913,8002,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ADSCRITAS,CARRERA 19 A 78  80 PISO 5°,4237300,http://www.ugpp.gov.co,ACTIVA,LUCIANO  GRISALES LONDOÑO,DIRECTOR GENERAL DE LA UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL -UGPP,1
7275,COMUNICACIÓN DE MEDIDA CAUTELAR PROCESOS ADMINISTRATIVOS DE COBRO COACTIVO -UGPP,,,,,,,,,,,,,,,,,1
7277,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA  AUNAP,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA,PESCA,ATENCIONALCIUDADANO@AUNAP.GOV.CO,,,8037,NACIONAL,AGROPECUARIO PESQUERO Y DE DESARROLLO RURAL,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ADSCRITAS,"CALLE 40 A 13  09 PISO 6 Y 14 EDIFICIO
UGI",3770500,http://www.aunap.gov.co,ACTIVA,KAREN ELENA MEJIA PIÑERES,,1
7285,"CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINÚ Y DEL SAN JORGE CVS , MONTERÍA - CÓRDOBA",CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y DEL SAN JORGE,MONTERÍA,CVS@CVS.GOV.CO,,891000627,267,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,CALLE 29 N 2  43 EDIFICIO MORINDÓ,7829950,http://www.cvs.gov.co,ACTIVA,,,1
7287,SUPERINTENDENCIA NACIONAL,,,INFORMACION@HCUP.GOV.CO,,,,,,,,,,,,,,1
7288,SUPERINTENDENCIA MILSIADES GALVIS,,,,,,,,,,,,,,,,,1
7289,SUPERINTENDENCIA DE NOTARIO Y REGISTR,,,CORRESPONDENCIA@SUPERNOTARIADO.GOV.CO,,,,,,,,,,,,,,1
7290,SUPERINTENDENCIA BANCO,,,,,,,,,,,,,,,,,1
7291,SUPERINTENDENCIA BOOST COBOD,,,CONTACTENOS@SIC.GOV.CO,,,,,,,,,,,,,,1
7292,SUPERINTENDENCIA MOESTENYCE,,,,,,,,,,,,,,,,,1
7293,SUPERINTENDENCIA EROO,,,,,,,,,,,,,,,,,1
7294,SUPERINTENDENCIA DE IPES,,,WEBMASTER@SUPERSOCIEDADES.GOV.CO,,,,,,,,,,,,,,1
7295,SUPERINTENDENCIA GENERAL,,,,,,,,,,,,,,,,,1
7296,SUPERINTENDENCIA BANCARIA CORDIALMENTE,,,,,,,,,,,,,,,,,1
7297,SUPERINTENDENCIA DE VIDA VOD,,,CONTACTENOS@SIC.GOV.CO,,,,,,,,,,,,,,1
7298,SUPERINTENDENCIA CONTRA COMERCIALIZADORA,,,CONTACTENOS@SUPERVIGILANCIA.GOV.CO,,,,,,,,,,,,,,1
7299,SUPERINTENDENCIA TRES MIL,,,,,,,,,,,,,,,,,1
7300,SUPERINTENDENCIA OFICINA,,,,,,,,,,,,,,,,,1
7301,SUPERINTENDENCIA & REGISTRO,,,,,,,,,,,,,,,,,1
7302,SUPERINTENDENCIA NAVAG GARMEND,,,,,,,,,,,,,,,,,1
7303,SUPERINTENDENCIA REGISTRO VIDA,,,,,,,,,,,,,,,,,1
7304,ALCALDÍA DE SINCE,ALCALDIA DE SAN LUIS DE SINCE,SINCÉ,TRANSITO@SINCELEJO.GOV.CO,,800100747,490,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA 11 NO 8-10,2895207,http://www.since-sucre.gov.co,ACTIVA,LUIS MIGUEL ACOSTA DE LA OSSA,,1
7305,MUNICIPIO DE YUMBO VALLE SECRETARÍA DE TRÁNSITO Y TRANSPORTE,,YUMBO,ALCALDEYUMBO@YUMBO.GOV.CO,,,,,,,,,,,,,,1
7306,"EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO , ALCANTARILLADO Y SANEAMIENTO BASICO DE SABANA DE TORRES , ESPUSATO ESP",,SABANA DE TORRES,CONTACTO@ESPUSATO.GOV.CO,,,,,,,,,,,,,,1
7317,E.S.E HOSPITAL LOCAL SABANAS DE SAN ANGEL,HOSPITAL LOCAL DE SABANAS DE SAN ANGEL,SABANAS DE SAN ÁNGEL,,,819003599,3451,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,CARRERA 2 PLAZA PRINCIPAL,3176788189,www.esesanangel.gov.co,ACTIVA,BELKIS ROXANA OVALLE SEPULVEDA,,1
7318,MINISTERIO DE MINAS Y ENERGIAS,MINISTERIO DE MINAS Y ENERGIA,,LINEAETICA@MINENERGIA.GOV.CO,MENERGIA@MINMINAS.GOV.CO,899999022,9,NACIONAL,MINAS Y ENERGIA,MINISTERIO,CABEZA,CALLE 43 N 57  31 CAN  HORARIO DE ATENCION DE 7:00AM A 4:00PM,2200300,https://www.minenergia.gov.co,ACTIVA,EDWIN PALMA EGEA,MINISTRO,1
