entidad_id,nombre_normalizado,nombre_real,tipo,subtipo,categoria,nit,cod_institucion,email,direccion,telefono,ciudad,municipio_id,departamento_id,orden,sector,naturaleza_juridica,estado,representante,total_registros,num_variantes
6611,JUZGADO TREINTA Y DOS CIVIL MUNICIPAL DE MINIMA CUANTIA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,RESPUESTASOLICITUDESOECMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6612,JUZGADO TREINTA Y DOS CIVIL MUNICIPAL DE BOCOTA D C,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL32BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6613,JUZGADO DECIMOSEXTO CIVIL MUNICIPAL DE ORALIDAD,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL16MED@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6614,JUZGADOGTREINTA Y CINCO CIVIL MUNICIPAL DE ORALIDAD,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J35CMCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6615,JUZGADO CISEIS CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6616,JUZGADO SEP CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6617,JUZGADO VENTICUATRO CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6618,JUZGADO CUART CIVIL MUNICIPAL DE GIRARDT,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J04CMPALGIR@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6619,JUZGADO CUARTOCIVIL MUNICIPAL MANZALES,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6620,JUZGADO SEGINDO CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J02CMPALSQUIL@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6621,"OFICNA DE APOYO JUZGADOS DE EJECUCIÓN CIVIL MUNICIPAL DE CARTAGENA DE INDIAS , D. T. Y C. , 17 DE ABRIL DE 2023",,JUZGADO,EJECUCION_CIVIL,JUDICIAL,,,CSEREJCMGENA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,CARTAGENA DE INDIAS,167,6,,,,,,1,1
6622,JUZGADO VEINTIDÓS CIVIL MUNICIPAL BUCARANGA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J22CMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6623,JUZGADO QUINCE CIVIL MUNICIPAL DE ORALIDAD DE CARETAGENA DE INDIAS,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J15CMPLCGENA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6624,JUZGADO DIECINUEVE MUNICIPAL MULTIPLE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,050014189001,J19PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,MARIA CLARA GIRALDO ACEVEDO,1,1
6625,JUZGADO CUARTO DE PEQUEÑAS,,JUZGADO,,JUDICIAL,,,J04PRPQCPSO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6626,JUZGADO CUARTO TRANSITORIO DE PEQUEÑAS EMBARGOS,,JUZGADO,,JUDICIAL,,,J05CMMON@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6627,JUZGADO CUARTO TRANSITORIO DE PEQUEÑAS CAUSAS DECRETADA 2023 09 04,,JUZGADO,,JUDICIAL,,,J05CMMON@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6628,TRANSITORIA  JUZGADO CUARTO DE  PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES,,JUZGADO,,JUDICIAL,,,J04PRPCSOLEDAD@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6629,JUZGADO CUARTO TRANSITORIO DE PEQUEÑAS CAUSAS FECHA RECIBIDA,,JUZGADO,,JUDICIAL,,,,,,,,,,,,,,1,1
6630,JUZGADO CUARTO TRANSITORIO DE PEQUEÑAS CAUSAS CORRESPONDENCIA Y COMPETENCIAS MÚLTIPLES,,JUZGADO,,JUDICIAL,,,,,,,,,,,,,,1,1
6631,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y   COMPETENCIAS  COMPETENCIAS MULTIPLES,,JUZGADO,,JUDICIAL,,,CMPL06NEI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6632,JUZGADO TERCERO DEL CIRCUITO ESPECIALIZADO DE EXTINCIÓN DE DOMINIO,,JUZGADO,,JUDICIAL,,,,,,ANTIOQUIA,,,,,,,,1,1
6633,JUZGADO TERCERO DEL CICUITO,,JUZGADO,,JUDICIAL,,,J03EEMON@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6634,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIFLE CON SEDE DESCONCENTRADA EN LA LOCALIDAD DE SUBA,,JUZGADO,,JUDICIAL,,,,,,,,,,,,,,1,1
6635,JUZGADO DIECIOCHO MUNICIPAL DE PEQUENAS Y COMPETENCIA MULTIPLES,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,J18PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6636,JUZGADO QUINTO LABORAL MUNICIPAL,,JUZGADO,LABORAL,JUDICIAL,,,J05PCLCCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6637,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE RODRIGO RAFAEL MENDOZA MORE,,JUZGADO,,JUDICIAL,,,J05PQCCMBA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6638,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES D JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES,,JUZGADO,,JUDICIAL,,,J05PQCCMBA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6639,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE DE PEQUEÑAS CAUSAS Y COMPETENCIAS BARRANQUIILA - LOCALIDAD SUROCCIDENTE,,JUZGADO,,JUDICIAL,,,J05PQCCMBA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6640,JUZGADO PRIMERO CIVIL MUNICIPAL DE PEQUEÑAS CAUSAS Y  COMPETENCIA MÚLTIPLE DE BARANQUILLA LOCALIDAD DE SUR ORIENTE,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,J01PQCCMBA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6641,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE SOACHACUNDINAMARCA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,050014189001,J01PCCMSOACHA@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,MARIA CLARA GIRALDO ACEVEDO,1,1
6642,JUZGADO PRIMERO DE PEQUEÑAS CASAS DE JUSTICIA CAUSAS Y COMPETENCIA MULTIPLE,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,J01PCCMPALMIRA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6643,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE  SEDE LOS MANGOS - CASA DE JUSTICIA - PISO 3,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,J01PQCCMCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6644,JUZGADO PRIMERO CIVIL MUNICIPAL DE PEQUEÑAS CAUSAS Y  COMPETENCIA MÚLTIPLE DE LA LOCALIDAD CIUDAD BOLIVARYO 20 TUNJUELITO,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,J01PQCCMCBTBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6645,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE CASA DE JUSTICIA - LOS MANGOS,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,,,,MEDELLÍN,,,,,,,,1,1
6646,OFICINA DE APOYO PARA LOS JUZGADOS CIVILES MUNICIPALES DE EJECUCION DE SENTENCIAS JUZGADO 10 CIVIL MPAL,,JUZGADO,EJECUCION_CIVIL,JUDICIAL,,,RADICACIONJ10EJECMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6647,JUZGADO DÉCIMO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS TUTELA DE PRIMERA INSTANCIA,,JUZGADO,EJECUCION_CIVIL,JUDICIAL,,,,,,MANIZALES,,,,,,,,1,1
6648,JUZGADO PRIMERO MUNICIPA JUZGADO PRIMERO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE MEDELLÍN,JUZGADO,LABORAL,JUDICIAL,,050014105001,J01LPCBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 52#43-52 - EDIFICIO ÁLVAREZ ESTRADA PISO 3,4-2611610,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,ANDRES FELIPE  MEJIA  RUIZ,1,1
6649,JUZGADO CIVIL 6 MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J06CMTULUA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6650,JUZGADO SEXTO CIVIL MUNICIPAL DE ORALIDAD  SONIA MARCELA SANCHEZ RINCON,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL06BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6651,JUZGADO SEXTO DE EJCUCIÓN CIVIL MUNICIPAL DE BUARAMANGA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,OFEJCMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6652,JUZGADO SEXTO CIVIL MUNICIPAL DE ORALIDAD DE BARRANQUILL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMUN06BA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6653,JUZGADO SEXTO CIVIL MUNICIPAL FECHA 08 18,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J06CMCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6654,JUZGADO SEXTO CIVIL MUNICIPAL DE IBGUE,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,MEDELLÍN,,,,,,,,1,1
6655,JUZGADO SEXTO CIVIL MUNICIPAL TRANSITORIAMENTE JUZGADO TERCERO CIVIL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6656,JUZGADO SEXTO CIVILMUNICIPAL DE ORALIDAD,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6657,JUZGADO SEXTO CIVIL MUNICIPAL DE BUENVENTURA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J06CMBUENAVENTURA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6658,JUZGADO TERCERO PROMISCUO MUNICIPALE,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6659,JUZGADO TERCERO PROMISCUO MUNICIPAL CON FUNCIÓN DE CONTROL DE GARANTÍAS Y CONOCIMIENTO EN PENAL,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J03PRMSGIL@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6660,JUZGADO TERCERO PROMISCUO MUNICIPAL SOCORRRO,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J03PRMSOC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6661,JUZGADO TERCERO PROMISCUO MUNICIPAL LA DORADACALDAS,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J03PRMPALLADORADA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6662,JUZGADO TERCERO PROMISCUO MUNICIPAL DE AGUSTÍN,JUZGADO 001 PROMISCUO MUNICIPAL DE AGUSTÍN CODAZZI,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,200134089001,J03PRMPALCODAZZI@CENDOJ.RAMAJUDICIAL.GOV.CO,CALLE 18 # 13-7,5766797,AGUSTÍN CODAZZI,,,ORDINARIA,JUDICIAL,,,ALGEMIRO DIAZ  MAYA,1,1
6663,JUZGADO SEGUNDO LABORAL DEL CIRCUITO BUCARANGA,,JUZGADO,LABORAL_CIRCUITO,JUDICIAL,,,J021CBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6664,JUZGADO SEGUNDO LABORAL DEL CIRCUITO DE SOGAMOSOO,,JUZGADO,LABORAL_CIRCUITO,JUDICIAL,,,,,,AGUACHICA,,,,,,,,1,1
6665,JUZGADO SEGUNDO LABORAL DEL CIRCUITOS,,JUZGADO,LABORAL_CIRCUITO,JUDICIAL,,,,,,,,,,,,,,1,1
6666,JUZGADO CUARTO CIVIL MUNICIPAL DE SNATA MARTA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J04CMSMTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,SANTA MARTA,,,,,,,,1,1
6667,JUZGADO CUARTO CIVIL MUNICIPAL OFICINA  412 EDIFICIO PALACIO DE JUSTICIA TORRE A,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMP104VCIO@CENDOJ.RAMJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6668,CONSEJO SUPERIOR DE LA JUDICATURA JUZGADO CUARTO CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J04CMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ,,,,,,,,1,1
6669,JUZGADO CUARTO CIVIL MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAS,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,107CMVPAR@CENDOI.RAMAIUDICIAL.GOV.CO,,,,,,,,,,,1,1
6670,JUZGADO CUARTO CIVIL MUNICIPAL DE SAN JUAN,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J04CMPALGIRON@CENDOJ.RAMAJUDICIAL.GOV.CO,,,SAN JUAN DE URABÁ,,,,,,,,1,1
6671,JUZGADO CUARTO CIVIL MUNICIPAL IMPLICA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J04CMPALMIRA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6672,JUZGADO CUARTO CIVIL MUNICIPAL DE EJECUCCION DE SENTENCIAS,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,OFEJCMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MANIZALES,,,,,,,,1,1
6673,CONSEJO SECCIONAL DE LA JUDICATURA JUZGADO CUARTO CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J04CMPALGIRON@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6674,JUZGADO CUARTO CIVIL MUNICIPAL MANZALES,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6675,JUZGADO CUARTO CIVIL MUNICIPAL DE PIEDECUSTA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J04CMPALPIEDECUESTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6676,RAMA JUDICIAL DEL PODER PÚBLICO JUZGADO CUARTO CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6677,JUZGADO SEGUNDO 2 CIVIL MUNICIPAL ORAL DE BARRANOUILL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6678,JUZGADO SEGUNDO CIVIL MUNICIPAL DE ORAIDAD,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J02CMBUGA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6679,JUZGADO SEGUNDO CIVIL MUNICIPALARMENIA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CSERJUDCFARM@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6680,JUZGADO SEGUNDO CIVIL MUNICIPAL DE CALRCÁ,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J02CMPALCALARCA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6681,JUZGADO SEGUNDO CIVIL MUNICIPAL NO IMPLICA ACEPTACIÓN,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J02CMUNICIPALSROSA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6682,JUZGADO SEGUNDO CIVIL MUNICIPAL PALACIO DE JUSTICIA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,JCIVMFL2@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6683,JUZGADO SEGUNDO CIVIL MUNICIPAL DE BARRANCABERMEJDE,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J02CMBMEJA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6684,JUZGADO SEGUNDO CIVIL MUNICIPAL DE VIILAVICENCIO,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMP102VCIO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6685,JUZGADO SEGUNDO CIVIL MUNICIPAL DE ORALIDAD PAMPLOMA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J02CMPALPAM@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6686,JUZGADO SEGUNDO CIVIL MUNICIPAL DE DESCONGESTIÓN,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,MEDELLÍN,,,,,,,,1,1
6687,JUZGADO SEGUNDO 02 DE PEQUEÑAS CAUSAS Y CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J02PRPCPPN@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6688,JUZGADO OCTAVO CIVIL MUNICIPAL DE MINIMA CUANTIA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6689,JUZGADO OCTAVO 8 CIVIL MUNICIPAL DE POGOTA D C,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL08BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6690,JUZGADO OCTAVO 8 CIVIL MUNICIPAL LIBRÓ,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6691,JUZGADO OCTAVO CIVIL MUNICIPAL BARRANQIILLA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMUN08BA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6692,JUZGADO OCTAVO CIVIL MUNICIPAL DE EREIRA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J08CMPER@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6693,JUZGADO OCTAVO CIVIL MUNICIPAL DE ORALIDAD MEDEELIN,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL08MED@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6694,JUZGADO 8 CIVIL MUNICIPAL PALACIO DE JUSTICIA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J08CMVPAR@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6695,JUZGADO OCTAVO CIVIL MUNICIPALPEREIRA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J08CMPER@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6696,JUZGADO OCTAVO 8 MUNICIPAL DE PEQUEÑAS ANTES JUZGADO QUINTO CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6697,JUZGADO OCTAVO CIVIL MUNICIPAL JUDICI,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J08CMPER@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6698,JUZGADO OCTAVO CIVIL MUNICIPAL MANIZAES,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6699,JUZGADO OCTAVO CIVIL MUNICIPAL PROCESO,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6700,JUZGADO PRIMERO CIVIL MUNICIPAL  ERNESTO CHAPARRO FUENTES SECRETARIO,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J01CMPALYOPAL@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6701,JUZGADO PRIMERO DE EJCECUCIÓN CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,MEDELLÍN,,,,,,,,1,1
6702,JUZGADO PRIMERO CIVIL MUNICIPAL DE SANTARDER,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J01CMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6703,JUZGADO PRIMERO CIVIL MUNICIPAL DE PUERTO,JUZGADO 001 CIVIL MUNICIPAL DE PUERTO TEJADA,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,195734003001,JPRMPAL01PTOASIS@NOTIFICACIONESRJ.GOV.CO,CARRERA 20#21-64,2-8240000 ext 777,PUERTO TEJADA,,,ORDINARIA,JUDICIAL,,,ANA MILENA  RAMIREZ  ESPINOSA,1,1
6704,JUZGADO PRIMERO CIVIL MUNICIPAL DE FLORIDABLNACA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J01CMPALFLORIDABLANCA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6705,"PALACIO DE JUSTICIA "" GERARDO CORTÉS CASTAÑEDA "" JUZGADO PRIMERO CIVIL MUNICIPAL",,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,ICIVMFL@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6706,JUZGADO PRIMERO CIVIL MUNICIPAL MASQUEIRA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,MEMORIALESJ01CMPALMOSQUERA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6707,JUZGADO PRIMERO CIVIL MUNICIPAL  JUZGADO PRIMERO CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6708,EPÚBLICA DE COLOM JUZGADO PRIMERO CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J01CMUNICIPALDOSQ@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6709,JUZGADO PRIMERO CIVIL MUNICIPAL CÓDIGO,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J01CMCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6710,JUZGADO PRIMERO CIVIL MUNICIPAL DE GUADALAJARA DE BUG,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J01CMBUGA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6711,JUZGADO PRIMERO CIVIL MUNICIPA JUZGADO PRIMERO CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6712,JUZGADO PRIMERO CIVIL MUNICIPAL DE BARANCABERMEJA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,MEDELLÍN,,,,,,,,1,1
6713,JUZGADO PRIMERO CIVIL MUNICIPAL BANCO FALABELLA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,,,,,,,,,1,1
6714,JUZGADO PRIMERO CIVIL MUNICIPAL DE ZIQPAQUIRÁ,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J01CMZIPAQUIRA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6715,JUZGADO PRIMERO CIVIL MUNICIPAL DE PEQUEÑAS CAUSAS Y  MÚLTIPLE,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,JO1CMPALSOACHA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1,1
6716,JUZGADO PRIMERO CIVIL MUNICIPAL RIOACHA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J01CMPALRIOHA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
6717,JUZGADO PRIMERO CIVIL MUNICIPAL DE MONETRIA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,,,,MEDELLÍN,,,,,,,,1,1
6718,JUZGADO PRIMERO CIVIL MUNICIPAL SISTEMA PROCESAL ORAL .,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J01CMMON@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1,1
